Rank,Club,Country,Level,Elo,From,To
None,Cracovia,POL,1,1341.890625,2021-12-19,2022-02-06
None,Plock,POL,1,1340.70019531,2021-12-18,2022-02-07
None,Lok Zagreb,CRO,1,1340.27648926,2021-12-18,2022-01-30
None,Kalmar,SWE,1,1338.9642334,2021-12-09,2022-04-03
None,Vaduz,LIE,0,1338.47131348,2021-12-10,2022-03-10
None,Slask,POL,1,1338.35131836,2021-12-19,2022-02-05
None,Bohemians Praha,CZE,1,1335.58947754,2021-12-19,2022-02-05
None,Lok Plovdiv,BUL,1,1335.33337402,2021-12-11,2022-02-19
None,Alessandria,ITA,2,1334.03991699,2021-12-20,2022-01-22
None,Dunkerque,FRA,2,1332.98486328,2021-12-22,2022-01-22
None,Odd Grenland,NOR,1,1331.90258789,2021-12-13,2022-02-17
None,BATE,BLR,1,1331.1574707,2021-11-29,2022-03-20
None,Rizespor,TUR,1,1331.01000977,2021-12-27,2022-01-09
None,OFI,GRE,1,1329.72473145,2021-12-21,2022-01-04
None,Maribor,SVN,1,1328.8494873,2021-12-12,2022-02-13
None,Kisvarda,HUN,1,1327.97302246,2021-12-20,2022-01-29
None,Ceske Budejovice,CZE,1,1326.71496582,2021-12-20,2022-02-05
None,Motherwell,SCO,1,1326.34985352,2021-12-27,2022-01-18
None,Mura,SVN,1,1323.51220703,2021-12-13,2022-02-09
None,Tromso,NOR,1,1321.94116211,2021-12-13,2022-02-17
None,Malatyaspor,TUR,1,1321.70117188,2021-12-27,2022-01-07
None,Hearts,SCO,1,1321.16345215,2021-12-27,2022-01-18
None,Puskas Akademia,HUN,1,1319.1854248,2021-12-20,2022-01-27
None,Varbergs,SWE,1,1318.59838867,2021-12-09,2022-04-03
None,Cosenza,ITA,2,1318.35656738,2021-12-19,2022-01-22
None,H Tel Aviv,ISR,1,1318.25842285,2021-12-26,2022-01-01
None,Cherno More,BUL,1,1317.98254395,2021-12-13,2022-02-20
None,Viitorul,ROM,1,1317.90466309,2021-12-21,2022-01-24
None,Seraing,BEL,1,1317.88623047,2021-12-28,2022-01-18
None,Jagiellonia,POL,1,1317.51843262,2021-12-19,2022-02-04
None,Botosani,ROM,1,1316.62988281,2021-12-19,2022-01-24
None,Rukh Lviv,UKR,1,1315.58312988,2021-12-12,2022-07-20
None,Stal Mielec,POL,1,1314.91760254,2021-12-19,2022-02-05
None,Vicenza,ITA,2,1314.0925293,2021-12-13,2022-01-23
None,Brann,NOR,1,1312.84521484,2021-12-13,2022-01-01
None,Pordenone,ITA,2,1312.14245605,2021-12-19,2022-01-16
None,Veres,UKR,1,1310.21911621,2021-12-12,2022-07-20
None,Sandefjord,NOR,1,1309.95544434,2021-12-13,2022-02-17
None,Netanya,ISR,1,1309.47912598,2021-12-26,2022-01-01
None,Novi Sad,SRB,1,1307.83459473,2021-12-19,2022-02-14
None,Altay,TUR,1,1307.54882812,2021-12-26,2022-01-09
None,IK Sirius,SWE,1,1307.43554688,2021-12-09,2022-04-03
None,Beerschot AC,BEL,1,1306.69519043,2021-12-28,2022-01-16
None,Sibenik,CRO,1,1306.01745605,2021-12-19,2022-01-29
None,Kairat,KAZ,0,1305.7355957,2021-12-10,2022-07-06
None,Pardubice,CZE,1,1304.98193359,2021-12-19,2022-02-17
None,Kuopio,FIN,0,1303.0411377,2021-12-10,2022-07-06
None,Hapoel Haifa,ISR,1,1303.03283691,2021-12-26,2022-01-01
None,Hapoel Eran Hadera,ISR,1,1302.24816895,2021-12-27,2022-01-01
None,Slaven Belupo,CRO,1,1301.95336914,2021-12-18,2022-01-29
None,Ashdod,ISR,1,1300.578125,2021-12-26,2022-01-02
None,Paksi,HUN,1,1299.73999023,2021-12-19,2022-01-29
None,Stabaek,NOR,1,1297.14587402,2021-12-13,2022-01-01
None,Giannina,GRE,1,1296.91796875,2021-12-20,2022-01-04
None,Dinamo Minsk,BLR,1,1295.80639648,2021-11-29,2022-03-18
None,Vejle,DEN,1,1294.62243652,2021-12-10,2022-02-17
None,SonderjyskE,DEN,1,1294.14343262,2021-12-10,2022-02-17
None,Livingston,SCO,1,1293.24658203,2021-12-27,2022-01-18
None,Lubin,POL,1,1291.67614746,2021-12-20,2022-02-04
None,Neftchi,AZE,0,1291.5670166,2021-12-10,2022-02-17
None,Hradec Kralove,CZE,1,1290.61694336,2021-12-19,2022-02-06
None,Kiryat Shmona,ISR,1,1288.00622559,2021-12-26,2022-01-01
None,Voluntari,ROM,1,1287.54321289,2021-12-18,2022-01-22
None,Wisla,POL,1,1287.39416504,2021-12-18,2022-02-06
None,Warta,POL,1,1284.11938477,2021-12-19,2022-02-06
None,Beitar,ISR,1,1284.02612305,2021-12-27,2022-01-01
None,Nis,SRB,1,1281.89221191,2021-12-17,2022-02-12
None,Sfintul Gheorghe,MOL,0,1281.58776855,2021-12-08,2022-02-17
None,Levski,BUL,1,1281.10021973,2021-12-13,2022-02-19
None,Inter Baku,AZE,0,1279.7512207,2021-12-10,2022-02-17
None,Olimpija Ljubljana,SVN,1,1279.29858398,2021-12-12,2022-02-09
None,NFC Volos,GRE,1,1277.67443848,2021-12-16,2022-01-09
None,Inhulets,UKR,1,1276.40209961,2021-12-11,2022-07-20
None,Halmstad,SWE,1,1275.33435059,2021-12-09,2022-01-01
None,Domzale,SVN,1,1272.75500488,2021-12-12,2022-02-12
None,Lamia,GRE,1,1272.60180664,2021-12-20,2022-01-05
None,Arges Pitesti,ROM,1,1271.43041992,2021-12-20,2022-01-21
None,Ionikos,GRE,1,1270.32983398,2021-12-21,2022-01-04
None,Atromitos,GRE,1,1269.71203613,2021-12-19,2022-01-16
None,St Mirren,SCO,1,1267.24255371,2021-12-27,2022-01-18
None,Bnei Sakhinin,ISR,1,1266.62866211,2021-12-26,2022-01-02
None,Degerfors,SWE,1,1265.87194824,2021-12-09,2022-04-04
None,Sumqayit,AZE,0,1263.83996582,2021-12-10,2022-02-17
None,Tobol,KAZ,0,1263.00769043,2021-12-10,2022-07-06
None,FC Lviv,UKR,1,1262.8651123,2021-12-12,2022-07-20
None,Mjondalen,NOR,1,1261.23254395,2021-12-13,2022-01-01
None,Zalaegerszegi,HUN,1,1261.06970215,2021-12-20,2022-01-29
None,HJK Helsinki,FIN,0,1260.65466309,2021-12-10,2022-07-06
None,Slavia Sofia,BUL,1,1259.64038086,2021-12-12,2022-02-20
None,Karagandy,KAZ,0,1258.35229492,2021-12-10,2022-07-01
None,Metalist 1925,UKR,1,1258.16174316,2021-12-13,2022-07-20
None,Beroe Stara Zagora,BUL,1,1257.90246582,2021-12-13,2022-02-20
None,Dundee United,SCO,1,1256.73217773,2021-12-27,2022-01-18
None,Mezokovesd-Zsory,HUN,1,1256.05212402,2021-12-19,2022-01-30
None,Backa Topola,SRB,1,1255.1451416,2021-12-17,2022-02-13
None,UTA Arad,ROM,1,1254.52380371,2021-12-18,2022-01-23
None,St Johnstone,SCO,1,1253.33483887,2021-12-27,2022-01-18
None,Tescoma Zlin,CZE,1,1253.31311035,2021-12-20,2022-02-12
None,Ross County,SCO,1,1253.30639648,2021-12-27,2022-01-18
None,Ilichivets,UKR,1,1250.74035645,2021-12-11,2022-02-27
None,Arda,BUL,1,1250.37426758,2021-12-17,2022-02-13
None,Chernomorets,UKR,1,1250.15759277,2021-12-13,2022-02-27
None,Rapid Bucuresti,ROM,1,1245.73596191,2021-12-19,2022-01-22
None,Ujpest,HUN,1,1245.21557617,2021-12-20,2022-01-30
None,Istra 1961,CRO,1,1244.95300293,2021-12-19,2022-01-28
None,Gornik Leczna,POL,1,1244.80187988,2021-12-20,2022-02-06
None,Vozdovac Beograd,SRB,1,1244.72631836,2021-12-20,2022-02-13
None,Honved,HUN,1,1244.39562988,2021-12-19,2022-01-29
None,Petrocub,MOL,0,1244.06481934,2021-12-08,2022-02-17
None,Milsami Orhei,MOL,0,1243.36450195,2021-12-08,2022-02-17
None,Teplice,CZE,1,1243.21154785,2021-12-20,2022-02-05
None,Koper,SVN,1,1243.16540527,2021-12-13,2022-02-12
None,Panetolikos,GRE,1,1241.26635742,2021-12-19,2022-01-12
None,Botev Plovdiv,BUL,1,1240.52355957,2021-12-12,2022-02-18
None,Suduva,LIT,0,1239.79992676,2021-08-27,2022-07-05
None,Laci,ALB,0,1239.20654297,2021-08-13,2022-07-06
None,Gaz Metan,ROM,1,1238.95581055,2021-12-19,2022-01-23
None,Aalesund,NOR,1,1236.62365723,2022-01-01,2022-02-17
None,Ham-Kam,NOR,1,1236.62365723,2022-01-01,2022-02-17
None,Jerv,NOR,1,1236.62365723,2022-01-01,2022-02-17
None,Bravo,SVN,1,1236.30773926,2021-12-13,2022-02-13
None,Chindia Targoviste,ROM,1,1236.12683105,2021-12-20,2022-01-22
None,Krusevac,SRB,1,1235.70239258,2021-12-19,2022-02-14
None,M Petach Tikva,ISR,1,1234.81469727,2021-12-28,2022-01-01
None,Partizani Tirana,ALB,0,1232.15234375,2021-08-13,2022-07-06
None,Varnamo,SWE,1,1231.91906738,2022-01-01,2022-04-03
None,Sundsvall,SWE,1,1231.91906738,2022-01-01,2022-04-03
None,Helsingborg,SWE,1,1231.91906738,2022-01-01,2022-04-02
None,Karvina,CZE,1,1231.37841797,2021-12-19,2022-02-05
None,Velez Mostar,BHZ,0,1231.09460449,2021-08-13,2022-07-06
None,Seinajoki,FIN,0,1230.27893066,2022-01-01,2022-07-06
None,Oerebro,SWE,1,1228.00769043,2021-12-09,2022-01-01
None,Honka Espoo,FIN,0,1225.18383789,2021-12-10,2022-01-01
None,Mladost Lucani,SRB,1,1225.11242676,2021-12-20,2022-02-13
None,Dundalk,IRL,0,1223.44714355,2021-08-27,2022-07-01
None,Vllaznia,ALB,0,1222.15075684,2021-08-13,2022-07-06
None,CSKA 1948 Sofia,BUL,1,1221.46850586,2021-12-12,2022-02-19
None,Batumi,GEO,0,1220.05334473,2021-08-13,2022-07-06
None,Nieciecza,POL,1,1220.04272461,2021-12-18,2022-02-04
None,RFS,LAT,0,1219.76379395,2021-08-27,2022-07-06
None,Inter Turku,FIN,0,1219.36877441,2021-12-10,2022-07-06
None,Rukh Brest,BLR,1,1219.28930664,2021-11-29,2022-01-01
None,FK Sarajevo,BHZ,0,1218.72143555,2021-08-13,2022-07-01
None,Siroki Brijeg,BHZ,0,1218.50744629,2021-08-13,2022-07-01
None,Bohemians Dublin,IRL,0,1217.89111328,2021-08-27,2022-07-01
None,Zlatibor,SRB,1,1215.67871094,2021-12-19,2022-02-14
None,Mynai,UKR,1,1215.36999512,2021-12-13,2022-07-20
None,Celje,SVN,1,1214.02026367,2021-12-12,2022-02-12
None,Apollon Athens,GRE,1,1213.35046387,2021-12-10,2022-01-05
None,FK Riga,LAT,0,1212.8104248,2021-08-27,2022-07-06
None,Debrecen,HUN,1,1209.85314941,2021-12-20,2022-01-29
None,Hapoel Jerusalem,ISR,1,1209.75769043,2021-12-27,2022-01-01
None,Dundee,SCO,1,1209.75549316,2021-12-27,2022-01-18
None,Gomel,BLR,1,1207.81994629,2021-11-29,2022-03-20
None,Dinamo Brest,BLR,1,1206.51330566,2021-11-29,2022-03-19
None,Liepajas,LAT,0,1201.36291504,2021-08-27,2022-07-06
None,Tabor Sezana,SVN,1,1196.91467285,2021-12-12,2022-02-12
None,Aluminij,SVN,1,1196.02941895,2021-12-13,2022-02-14
None,Clinceni,ROM,1,1195.33129883,2021-12-20,2022-01-23
None,Borac Banja Luka,BHZ,0,1192.84912109,2021-08-13,2022-07-06
None,Dila Gori,GEO,0,1191.40490723,2021-08-13,2022-07-06
None,Ostersund,SWE,1,1189.49145508,2021-12-09,2022-01-01
None,Radnik Surdulica,SRB,1,1185.21972656,2021-12-20,2022-02-14
None,Zalgiris Vilnius,LIT,0,1185.0645752,2021-08-27,2022-07-05
None,Breidablik,ISL,0,1185.04272461,2021-08-13,2022-06-21
None,Shkendija,MAC,0,1184.41125488,2021-07-30,2022-07-05
None,Craiova 1948,ROM,1,1184.35327148,2021-12-21,2022-01-24
None,Gagra,GEO,0,1183.08032227,2021-08-13,2022-07-01
None,Teuta Durres,ALB,0,1182.85375977,2021-08-13,2022-07-01
None,Hapoel Nof Hagalil,ISR,1,1180.81982422,2021-12-26,2022-01-02
None,Dinamo Tbilisi,GEO,0,1177.00195312,2021-08-13,2022-07-06
None,Valmieras,LAT,0,1175.86376953,2021-08-27,2022-07-06
None,Proleter Novi Sad,SRB,1,1175.11279297,2021-12-17,2022-02-12
None,Shamrock,IRL,0,1174.80517578,2021-08-27,2022-07-05
None,Botev Vratsa,BUL,1,1174.02258301,2021-12-11,2022-02-19
None,MTK,HUN,1,1173.48547363,2021-12-19,2022-01-30
None,Gyirmot,HUN,1,1171.76477051,2021-12-20,2022-01-29
None,Sligo,IRL,0,1170.72949219,2021-08-27,2022-07-05
None,Mioveni,ROM,1,1169.92004395,2021-12-21,2022-01-23
None,Flora Tallinn,EST,0,1167.76623535,2021-12-10,2022-06-21
None,Hafnarfjoerdur,ISL,0,1166.88513184,2021-08-13,2022-06-21
None,Novi Pazar,SRB,1,1166.57348633,2021-12-19,2022-02-13
None,Dragovoljac,CRO,1,1163.65112305,2021-12-20,2022-01-30
None,Torpedo Zhodino,BLR,1,1159.25097656,2021-11-29,2022-03-19
None,Alashkert,ARM,0,1158.80175781,2021-12-10,2022-07-05
None,Valur,ISL,0,1158.03369141,2021-08-13,2022-06-21
None,Dinamo Bucuresti,ROM,1,1155.13134766,2021-12-21,2022-01-21
None,Neman Grodno,BLR,1,1152.29382324,2021-11-29,2022-03-19
None,Tsarsko Selo,BUL,1,1151.25915527,2021-12-12,2022-02-20
None,Isloch,BLR,1,1148.03930664,2021-11-21,2022-03-19
None,Metalac Gornji Milanovac,SRB,1,1147.32470703,2021-12-20,2022-02-13
None,Stjarnan,ISL,0,1145.53735352,2021-08-13,2022-06-21
None,The New Saints,WAL,0,1141.85864258,2021-08-13,2022-07-05
None,Panevezys,LIT,0,1133.8614502,2021-08-27,2022-07-05
None,Radomlje,SVN,1,1132.81335449,2021-12-12,2022-02-14
None,Ararat,ARM,0,1131.75366211,2021-12-10,2022-07-05
None,Slavia Mozyr,BLR,1,1123.77783203,2021-11-29,2022-03-20
None,Fola Esch,LUX,0,1113.68029785,2021-08-27,2022-07-06
None,Drita,KOS,0,1112.17565918,2021-08-13,2022-07-05
None,Kolubara Lazarevac,SRB,1,1109.3404541,2021-12-19,2022-02-13
None,Blagoevgrad,BUL,1,1104.28613281,2021-12-14,2022-02-21
None,Kauno Zalgiris,LIT,0,1102.26403809,2021-08-27,2022-07-05
None,Banants,ARM,0,1101.50927734,2021-12-10,2022-07-01
None,Coleraine,NIR,0,1101.34008789,2021-08-13,2022-07-01
None,FK Vitebsk,BLR,1,1099.80529785,2021-11-29,2022-03-19
None,Lok Sofia,BUL,1,1099.76330566,2021-12-12,2022-02-13
None,Larne,NIR,0,1099.36157227,2021-08-13,2022-07-05
None,Noah,ARM,0,1089.6550293,2021-12-10,2022-07-01
None,Swift Hesperange,LUX,0,1089.43969727,2021-08-27,2022-07-01
None,Shkupi,MAC,0,1089.27368164,2021-07-30,2022-07-05
None,Linfield,NIR,0,1088.98083496,2021-08-13,2022-07-05
None,Dudelange,LUX,0,1082.29919434,2021-08-27,2022-07-06
None,Slutsk,BLR,1,1080.81970215,2021-11-21,2022-03-19
None,R Letzebuerg,LUX,0,1078.27404785,2021-08-27,2022-07-06
None,Sileks,MAC,0,1077.8404541,2021-07-30,2022-07-01
None,Glentoran,NIR,0,1077.37548828,2021-08-13,2022-07-01
None,Zvyazda BDU,BLR,1,1069.52209473,2021-11-21,2022-03-19
None,Decic,MAC,0,1066.94396973,2021-07-30,2022-07-05
None,Struga,MAC,0,1066.69921875,2021-07-30,2022-07-01
None,FK Minsk,BLR,1,1063.22546387,2021-11-29,2022-03-18
None,Connahs Quay,WAL,0,1061.92211914,2021-08-13,2022-07-01
None,FC Infonet,EST,0,1057.78137207,2021-12-10,2022-06-21
None,Paide Linnameeskond,EST,0,1057.61657715,2021-12-10,2022-06-21
None,FK Podgorica,MNT,0,1056.77832031,2021-07-30,2022-07-01
None,Kragujevac,SRB,1,1056.48925781,2021-12-16,2022-02-12
None,Prishtine,KOS,0,1038.29650879,2021-08-13,2022-07-01
None,Llapi,KOS,0,1032.45202637,2021-08-13,2022-07-05
None,Klaksvik,FAR,0,1030.97265625,2021-08-13,2022-07-06
None,Bala,WAL,0,1028.73034668,2021-08-13,2022-07-05
None,Sutjeska,MNT,0,1025.63452148,2021-07-30,2022-07-05
None,Newtown AFC,WAL,0,1022.08410645,2021-08-13,2022-07-05
None,Dnepr Mogilev,BLR,1,1020.93566895,2022-01-01,2022-03-20
None,Bobruisk,BLR,1,1020.93566895,2022-01-01,2022-03-20
None,Dzarzhynsk,BLR,1,1020.93566895,2022-01-01,2022-03-20
None,Birkirkara,MLT,0,1020.2520752,2021-08-13,2022-07-01
None,Gzira United,MLT,0,1019.14123535,2021-08-13,2022-07-05
None,Mosta,MLT,0,1018.4107666,2021-08-13,2022-07-01
None,Podgorica,MNT,0,1013.76428223,2021-07-30,2022-07-05
None,Hibernians Paola,MLT,0,1013.29907227,2021-08-13,2022-07-05
None,Smorgon,BLR,1,1008.85150146,2021-11-29,2022-01-01
None,Sputnik,BLR,1,993.871459961,2021-07-30,2022-01-01
None,Lincoln,GIB,0,990.687561035,2021-12-10,2022-07-05
None,HB Torshavn,FAR,0,986.28302002,2021-08-13,2022-07-06
None,Runavik,FAR,0,968.282348633,2021-08-13,2022-07-01
None,College Europa,GIB,0,949.561462402,2021-12-10,2022-07-05
None,St Josephs,GIB,0,923.393493652,2021-12-10,2022-07-05
None,Mons Calpe,GIB,0,860.014404297,2021-12-10,2022-07-01
None,Santa Coloma,AND,0,840.234130859,2021-07-30,2022-06-21
None,Escaldes,AND,0,807.012695312,2021-07-30,2022-06-21
None,Matecosa Sant Julia,AND,0,802.477233887,2021-07-30,2022-06-21
None,Folgore,SMR,0,667.426635742,2021-07-28,2022-06-21
None,Tre Penne,SMR,0,661.297058105,2021-07-28,2022-06-21
None,La Fiorita,SMR,0,647.556396484,2021-07-28,2022-06-21


